,a/c,a/t,c/b,phi,F,Mg
8634,0.65,0.7,0.1,0.44292,1.18158,1.37977
8816,0.65,0.8,0.2,2.54835,1.24053,1.37988
14307,1.4,0.5,0.1,0.90574,0.81709,0.89158
7842,0.6,0.8,0.01,1.36097,1.22765,1.23626
18643,2.0,0.6,0.01,2.40508,0.66441,0.73667
16439,1.7,0.5,0.01,2.5536,0.76883,0.81322
6619,0.55,0.5,0.1,0.6201,1.07955,1.2566
389,0.2,0.5,0.1,1.64585,1.5281,1.52545
18432,2.0,0.4,0.01,2.25594,0.62117,0.72119
8025,0.65,0.2,0.15,0.48872,0.97782,1.1324
10663,0.9,0.5,0.1,2.40219,1.10433,1.13148
14159,1.4,0.4,0.01,0.75631,0.83213,0.88849
16929,1.8,0.3,0.01,0.45704,0.75641,0.78424
4024,0.4,0.5,0.3,1.95252,1.26524,1.26866
1190,0.25,0.4,0.2,2.10774,1.23425,1.31112
1075,0.25,0.3,0.3,0.61294,0.9641,1.21325
6166,0.5,0.8,0.2,1.95213,1.32017,1.33
12674,1.2,0.3,0.15,1.639,0.87121,0.9499
8614,0.65,0.7,0.05,0.61089,1.17331,1.32485
6420,0.55,0.3,0.2,2.24529,1.05133,1.12974
15956,1.6,0.7,0.01,2.55127,0.81519,0.85893
16604,1.7,0.6,0.15,2.10717,0.68298,0.7988
4264,0.4,0.7,0.3,0.13919,1.20935,1.79364
6138,0.5,0.8,0.15,0.9036,1.3072,1.40682
4047,0.4,0.6,0.01,2.2558,1.24877,1.38345
9839,0.8,0.4,0.15,1.64508,1.09466,1.08912
17510,1.8,0.8,0.15,2.55105,0.77419,0.81317
1835,0.3,0.2,0.3,1.1783,1.09719,1.12444
13748,1.3,0.7,0.01,2.10294,0.85905,0.9402
15748,1.6,0.5,0.01,2.84439,0.87021,0.88194
4494,0.45,0.2,0.2,0.12304,0.86826,1.26951
2404,0.3,0.7,0.05,1.50607,1.52907,1.52888
17459,1.8,0.8,0.05,1.19643,0.61517,0.77205
16783,1.7,0.8,0.15,0.6009,0.80289,0.8419
9143,0.7,0.5,0.01,1.19706,1.11986,1.13971
17561,1.9,0.2,0.05,0.76525,0.66936,0.74437
8977,0.7,0.3,0.1,1.50096,1.08219,1.08086
9403,0.7,0.7,0.1,2.40039,1.16467,1.25781
9483,0.7,0.8,0.05,1.79706,1.1857,1.19196
7794,0.6,0.7,0.2,0.4492,1.19138,1.40604
18254,2.0,0.2,0.05,0.76517,0.64691,0.723
8319,0.65,0.4,0.3,0.46108,1.04526,1.19393
12456,1.1,0.8,0.15,0.45281,1.16907,1.16587
11322,1.0,0.4,0.2,0.45218,1.13873,1.12747
1481,0.25,0.7,0.01,1.65067,1.6381,1.64048
6560,0.55,0.4,0.3,1.22171,1.14993,1.14848
17304,1.8,0.6,0.15,0.0128,0.87196,0.86471
2811,0.35,0.3,0.05,2.7058,0.87796,1.20761
16071,1.6,0.8,0.1,0.89592,0.75614,0.84503
9911,0.8,0.5,0.05,2.99861,1.15556,1.2873
17692,1.9,0.3,0.1,1.5044,0.54078,0.74191
4388,0.4,0.8,0.2,3.01095,1.31265,1.99143
6856,0.55,0.7,0.05,1.50524,1.24946,1.24905
12045,1.1,0.4,0.15,1.80789,0.96834,1.00706
11227,1.0,0.3,0.2,1.95146,1.06667,1.05876
4095,0.4,0.6,0.15,0.05784,1.09871,1.71525
6417,0.55,0.3,0.2,1.78546,1.11252,1.11319
3088,0.35,0.5,0.15,0.13504,0.96354,1.56875
1684,0.25,0.8,0.2,0.60255,1.52686,1.92729
7717,0.6,0.7,0.01,1.50005,1.2202,1.22112
14356,1.4,0.5,0.2,1.95697,0.7851,0.88864
4224,0.4,0.7,0.15,0.44354,1.19307,1.57742
5360,0.5,0.2,0.1,0.73509,0.97869,1.11658
17899,1.9,0.5,0.1,1.05795,0.60967,0.74164
14536,1.4,0.7,0.15,0.60366,0.91093,0.94165
16987,1.8,0.3,0.1,2.8521,0.79848,0.80864
3644,0.4,0.2,0.3,1.66069,1.11545,1.10492
12381,1.1,0.7,0.2,1.80228,1.00319,1.03109
2704,0.35,0.2,0.15,2.38894,0.96907,1.13125
6877,0.55,0.7,0.1,1.50524,1.25075,1.24628
4404,0.4,0.8,0.3,2.25778,1.43373,1.51825
7330,0.6,0.4,0.01,0.11879,1.02111,1.31011
3464,0.35,0.8,0.1,3.00544,1.29534,2.11223
9406,0.7,0.7,0.1,2.85239,1.20121,1.40077
11692,1.0,0.8,0.05,2.40328,1.17942,1.17796
15300,1.5,0.7,0.2,1.80049,0.7203,0.8534
13471,1.3,0.4,0.1,1.49329,0.79656,0.90504
1722,0.3,0.2,0.01,0.12571,0.73607,1.2952
3611,0.4,0.2,0.15,3.00974,0.82665,1.27542
7170,0.6,0.2,0.2,1.33917,1.07794,1.08186
14932,1.5,0.4,0.1,0.14505,0.94086,0.94128
12576,1.2,0.2,0.15,2.70292,0.97874,0.98996
2833,0.35,0.3,0.1,2.86554,0.83334,1.26374
15257,1.5,0.7,0.1,1.65405,0.6971,0.84825
16931,1.8,0.3,0.01,0.74392,0.69628,0.76591
15025,1.5,0.5,0.05,1.49725,0.69102,0.84425
17424,1.8,0.7,0.15,2.24992,0.6912,0.78386
3638,0.4,0.2,0.3,0.7509,0.97727,1.12166
13332,1.3,0.3,0.01,2.70223,0.93015,0.94815
5037,0.45,0.6,0.2,2.71148,1.10459,1.42386
3689,0.4,0.3,0.05,2.11002,1.08619,1.15581
14143,1.4,0.3,0.2,1.48802,0.74709,0.87598
887,0.25,0.2,0.15,0.76158,0.97375,1.14968
5533,0.5,0.3,0.2,1.4926,1.12988,1.12279
9288,0.7,0.6,0.1,0.89823,1.13873,1.19883
12840,1.2,0.5,0.1,1.35073,0.88805,0.96479
17133,1.8,0.4,0.2,2.70733,0.78341,0.8014
2326,0.3,0.6,0.15,2.38974,1.29792,1.51973
10081,0.8,0.7,0.01,0.15028,1.2647,1.40949
16191,1.7,0.2,0.2,0.02716,0.89279,0.88849
17635,1.9,0.2,0.2,2.4165,0.69377,0.75966
13428,1.3,0.4,0.01,1.34139,0.805,0.90981
7601,0.6,0.6,0.01,2.9978,1.14664,1.46704
11241,1.0,0.4,0.01,0.89625,1.07545,1.07542
11088,1.0,0.2,0.15,0.0211,1.18738,1.18408
8971,0.7,0.3,0.1,0.60679,1.00667,1.11656
1646,0.25,0.8,0.1,1.20062,1.68563,1.73311
17594,1.9,0.2,0.1,2.53351,0.7052,0.75335
2402,0.3,0.7,0.05,1.19758,1.50739,1.55509
18780,2.0,0.7,0.1,0.90432,0.62996,0.73284
5323,0.5,0.2,0.01,1.53433,1.09006,1.09032
6465,0.55,0.4,0.01,2.67387,0.99565,1.2195
5928,0.5,0.6,0.3,0.90556,1.22949,1.29259
9804,0.8,0.4,0.05,2.69388,1.06138,1.15658
4149,0.4,0.6,0.3,1.80885,1.35595,1.32629
15490,1.6,0.2,0.15,1.96917,0.68104,0.81495
7431,0.6,0.4,0.2,2.68029,1.01582,1.2041
9188,0.7,0.5,0.1,1.65166,1.13703,1.13447
1868,0.3,0.2,0.5,3.01555,0.74864,1.27626
4928,0.45,0.5,0.3,2.08626,1.21379,1.24522
2371,0.3,0.6,0.3,2.85156,1.06183,1.61162
9965,0.8,0.5,0.2,1.65185,1.12311,1.10988
2547,0.3,0.8,0.1,0.89342,1.54496,1.71709
7729,0.6,0.7,0.05,0.12772,1.23559,1.58213
3646,0.4,0.2,0.3,1.96974,1.08154,1.10637
16982,1.8,0.3,0.1,2.11454,0.64103,0.76333
15264,1.5,0.7,0.1,2.6978,0.90243,0.92313
12526,1.2,0.2,0.05,1.50916,0.86188,0.94346
3764,0.4,0.3,0.3,0.758,1.02138,1.16254
10516,0.9,0.4,0.01,2.3976,1.07314,1.10263
14865,1.5,0.3,0.15,2.70347,0.86124,0.88054
8142,0.65,0.3,0.1,2.22672,1.05129,1.11474
14130,1.4,0.3,0.15,2.70466,0.89706,0.91406
17238,1.8,0.5,0.2,2.70439,0.7922,0.80872
16385,1.7,0.4,0.15,0.75541,0.73542,0.80167
16077,1.6,0.8,0.1,1.79686,0.66652,0.82325
14008,1.4,0.2,0.15,0.15457,0.95948,0.95961
2534,0.3,0.8,0.05,2.09603,1.55444,1.6567
2302,0.3,0.6,0.1,1.94426,1.42539,1.4667
7300,0.6,0.3,0.2,1.97648,1.08746,1.10811
1811,0.3,0.2,0.2,0.75407,0.97069,1.13936
3200,0.35,0.6,0.1,1.19362,1.36083,1.39943
15032,1.5,0.5,0.05,2.55099,0.83849,0.8784
5894,0.5,0.6,0.15,2.10718,1.2257,1.28356
18112,1.9,0.7,0.15,1.50254,0.5476,0.74522
9833,0.8,0.4,0.15,0.74723,1.06494,1.1176
6595,0.55,0.5,0.05,0.16975,1.04803,1.38975
11400,1.0,0.5,0.1,2.7009,1.15895,1.15537
8213,0.65,0.4,0.01,0.3021,1.0212,1.23096
4028,0.4,0.5,0.3,2.56664,1.08913,1.32441
17987,1.9,0.6,0.1,1.65147,0.54215,0.74141
18700,2.0,0.6,0.15,1.51123,0.51852,0.72526
18413,2.0,0.3,0.2,2.55922,0.70253,0.74366
14051,1.4,0.3,0.01,0.29931,0.91948,0.92952
7106,0.6,0.2,0.05,1.24455,1.06257,1.08045
17824,1.9,0.4,0.15,2.40911,0.68757,0.75388
13912,1.3,0.8,0.15,1.49684,0.82517,0.9295
2824,0.35,0.3,0.1,1.51077,1.17067,1.16943
6729,0.55,0.6,0.05,1.3398,1.21914,1.22941
9020,0.7,0.3,0.2,1.65584,1.08992,1.08284
11153,1.0,0.3,0.05,0.28877,1.13266,1.13214
13869,1.3,0.8,0.05,1.3518,0.81544,0.92119
6724,0.55,0.6,0.05,0.59788,1.12981,1.32701
14533,1.4,0.7,0.15,0.15325,1.05271,1.04546
9796,0.8,0.4,0.05,1.49619,1.09008,1.08995
270,0.2,0.4,0.05,2.68356,0.94405,1.36579
6355,0.55,0.3,0.05,1.97509,1.08778,1.11877
8247,0.65,0.4,0.05,2.26303,1.07409,1.14787
10433,0.9,0.3,0.05,2.55839,1.05639,1.09406
9231,0.7,0.5,0.2,1.7962,1.14154,1.13472
13587,1.3,0.5,0.15,0.00961,1.05735,1.05001
10031,0.8,0.6,0.1,2.10221,1.12611,1.14948
6760,0.55,0.6,0.1,2.83201,1.10666,1.41633
13680,1.3,0.6,0.1,1.35555,0.82123,0.92568
15390,1.5,0.8,0.15,2.69648,0.9212,0.93604
3434,0.35,0.8,0.05,1.653,1.46321,1.46357
18455,2.0,0.4,0.05,2.55246,0.69115,0.73774
18820,2.0,0.7,0.2,0.60249,0.71751,0.75537
2416,0.3,0.7,0.1,0.15088,1.15785,1.99928
10963,0.9,0.8,0.1,0.15114,1.36147,1.42614
7649,0.6,0.6,0.15,0.76527,1.1495,1.26131
18242,2.0,0.2,0.01,2.09418,0.58242,0.71618
12319,1.1,0.7,0.05,1.95221,1.00578,1.0462
16352,1.7,0.4,0.05,2.10662,0.66849,0.78806
13466,1.3,0.4,0.1,0.7567,0.88793,0.93435
3823,0.4,0.4,0.1,0.15253,0.91074,1.39595
12551,1.2,0.2,0.1,2.11041,0.89236,0.94987
17383,1.8,0.7,0.05,2.398,0.71979,0.79086
17969,1.9,0.6,0.05,2.10343,0.61497,0.74465
11870,1.1,0.3,0.01,0.74958,0.99298,1.01403
11757,1.0,0.8,0.2,2.70137,1.28475,1.2593
11050,1.0,0.2,0.05,0.60496,1.07241,1.07208
8219,0.65,0.4,0.01,1.22189,1.10726,1.12675
12955,1.2,0.6,0.1,2.84516,1.08059,1.08372
16613,1.7,0.6,0.2,0.29543,0.86847,0.86787
10368,0.9,0.2,0.15,2.24724,1.04377,1.0612
107,0.2,0.2,0.3,0.26106,0.68995,1.20157
9003,0.7,0.3,0.15,2.25831,1.0425,1.09958
18688,2.0,0.6,0.1,2.8484,0.77458,0.78429
17530,1.8,0.8,0.2,2.40242,0.74399,0.80124
4939,0.45,0.6,0.01,0.59293,1.1406,1.39139
17267,1.8,0.6,0.05,0.7507,0.71159,0.78338
17248,1.8,0.6,0.01,1.04562,0.64071,0.76875
13591,1.3,0.5,0.15,0.60063,0.93436,0.96085
16889,1.8,0.2,0.15,0.76543,0.69883,0.77081
1454,0.25,0.6,0.3,0.75814,1.37225,1.57275
14987,1.5,0.4,0.2,2.09206,0.7512,0.85147
12059,1.1,0.4,0.2,0.74125,1.02263,1.0336
17150,1.8,0.5,0.01,2.09427,0.63786,0.76574
10689,0.9,0.5,0.2,0.00562,1.23026,1.28077
17720,1.9,0.3,0.15,2.55859,0.71646,0.75899
8170,0.65,0.3,0.2,0.1708,1.00795,1.22899
17695,1.9,0.3,0.1,1.95459,0.58061,0.73892
15816,1.6,0.5,0.2,0.45416,0.84636,0.86238
11597,1.0,0.7,0.1,0.75078,1.16131,1.15629
18691,2.0,0.6,0.15,0.14544,0.81968,0.81608
17526,1.8,0.8,0.2,1.79858,0.60337,0.7723
12746,1.2,0.4,0.05,2.99437,1.07223,1.07334
13850,1.3,0.8,0.01,1.64445,0.81164,0.9245
8997,0.7,0.3,0.15,1.34404,1.08087,1.08342
12532,1.2,0.2,0.05,2.41206,0.92839,0.96258
6499,0.55,0.4,0.1,1.50195,1.14948,1.14759
3592,0.4,0.2,0.15,0.13146,0.82516,1.27328
18445,2.0,0.4,0.05,1.05946,0.58358,0.72039
16332,1.7,0.4,0.01,2.24188,0.6952,0.79024
6805,0.55,0.6,0.3,0.1498,1.15116,1.48155
11743,1.0,0.8,0.2,0.60122,1.23761,1.2131
18815,2.0,0.7,0.15,3.0047,0.83564,0.83042
13224,1.3,0.2,0.01,2.26578,0.84971,0.9103
14361,1.4,0.5,0.2,2.69705,0.92615,0.93667
13245,1.3,0.2,0.05,2.26578,0.84897,0.90924
13544,1.3,0.5,0.01,2.99969,1.03901,1.04111
1586,0.25,0.7,0.3,1.65067,1.68537,1.62185
10446,0.9,0.3,0.1,1.3567,1.06048,1.0608
912,0.25,0.2,0.2,1.35079,1.1331,1.14045
7964,0.65,0.2,0.01,0.72989,1.00181,1.1035
11360,1.0,0.5,0.01,2.99975,1.23639,1.23635
3721,0.4,0.3,0.15,0.57008,0.94818,1.18386
9958,0.8,0.5,0.2,0.60562,1.10237,1.16734
18621,2.0,0.5,0.2,2.24295,0.63602,0.73251
9926,0.8,0.5,0.1,2.10526,1.09867,1.12246
9680,0.8,0.3,0.01,2.9937,1.06351,1.18542
10192,0.8,0.8,0.01,1.04795,1.15854,1.18605
3503,0.35,0.8,0.2,2.55569,1.3808,1.7118
12662,1.2,0.3,0.1,2.99573,1.05439,1.05414
18570,2.0,0.5,0.1,0.89811,0.62611,0.72773
9736,0.8,0.3,0.15,1.94415,1.06556,1.07422
12364,1.1,0.7,0.15,2.40289,1.07233,1.08388
5034,0.45,0.6,0.2,2.24312,1.23679,1.33655
2114,0.3,0.4,0.3,2.08878,1.21282,1.26303
6222,0.55,0.2,0.05,0.9489,1.02492,1.09619
4622,0.45,0.3,0.15,0.33301,0.89366,1.21511
11188,1.0,0.3,0.1,2.39089,1.07361,1.07162
2487,0.3,0.7,0.3,1.34678,1.56403,1.5202
5776,0.5,0.5,0.2,0.17749,1.03323,1.41125
13637,1.3,0.6,0.01,1.19735,0.83507,0.93141
5885,0.5,0.6,0.15,0.73508,1.17153,1.32708
2151,0.3,0.5,0.05,1.33987,1.35507,1.37066
5721,0.5,0.5,0.05,1.35395,1.20286,1.2126
2819,0.35,0.3,0.1,0.75927,1.01768,1.18589
13441,1.3,0.4,0.05,0.14574,1.0216,1.02318
13557,1.3,0.5,0.05,1.79578,0.81432,0.91995
14282,1.4,0.5,0.05,0.30001,0.94908,0.95877
5204,0.45,0.8,0.01,2.55279,1.28144,1.56582
11097,1.0,0.2,0.15,1.35758,1.04713,1.04422
10962,0.9,0.8,0.1,0.00834,1.4308,1.50074
4924,0.45,0.5,0.3,1.49545,1.26483,1.23095
2363,0.3,0.6,0.3,1.6475,1.49045,1.44245
5142,0.45,0.7,0.15,2.70939,1.18488,1.53386
15754,1.6,0.5,0.05,0.604,0.79945,0.84376
16776,1.7,0.8,0.1,2.69978,0.83756,0.86038
18342,2.0,0.3,0.05,1.3342,0.52759,0.71787
16826,1.8,0.2,0.01,0.76543,0.68929,0.7624
1769,0.3,0.2,0.1,0.75407,0.96715,1.13943
13020,1.2,0.7,0.05,0.00545,1.17131,1.17005
8047,0.65,0.2,0.2,0.61249,0.99308,1.11661
6540,0.55,0.4,0.2,1.36317,1.15153,1.14875
16878,1.8,0.2,0.1,2.25449,0.66962,0.76489
415,0.2,0.5,0.15,2.40173,1.25906,1.505
11052,1.0,0.2,0.05,0.89989,1.054,1.05367
7629,0.6,0.6,0.1,0.88499,1.16523,1.25028
14983,1.5,0.4,0.2,1.50583,0.69797,0.84527
15963,1.6,0.7,0.05,0.45162,0.85625,0.88212
10386,0.9,0.2,0.2,1.79358,1.05493,1.05217
1047,0.25,0.3,0.15,2.67374,0.86961,1.22085
359,0.2,0.5,0.05,0.31111,0.94158,1.56701
13306,1.3,0.2,0.2,1.95885,0.82518,0.91441
14534,1.4,0.7,0.15,0.30239,0.99677,0.99809
10245,0.8,0.8,0.1,2.698,1.23283,1.33815
9770,0.8,0.4,0.01,0.74723,1.05319,1.11141
11313,1.0,0.4,0.15,2.24489,1.0912,1.08514
14963,1.5,0.4,0.15,1.66106,0.69408,0.84321
10529,0.9,0.4,0.05,1.20594,1.07237,1.07829
9214,0.7,0.5,0.15,2.39515,1.0909,1.17395
18065,1.9,0.7,0.05,0.75509,0.68628,0.76047
5913,0.5,0.6,0.2,1.81028,1.26263,1.25737
697,0.2,0.8,0.01,0.59526,1.58754,2.0761
15838,1.6,0.6,0.01,0.60566,0.80518,0.85068
1073,0.25,0.3,0.3,0.27139,0.78771,1.29025
2042,0.3,0.4,0.1,0.73827,1.09349,1.29577
17590,1.9,0.2,0.1,1.92282,0.57584,0.74097
5781,0.5,0.5,0.2,0.88743,1.15161,1.24301
3701,0.4,0.3,0.1,0.758,1.01353,1.17103
15202,1.5,0.6,0.2,2.85168,0.94322,0.94008
5593,0.5,0.4,0.05,1.0475,1.11756,1.17631
13266,1.3,0.2,0.1,2.26578,0.85208,0.91172
13104,1.2,0.8,0.01,0.00463,1.20674,1.20668
303,0.2,0.4,0.15,1.35308,1.36369,1.37174
5346,0.5,0.2,0.05,1.82743,1.08084,1.09397
18437,2.0,0.4,0.01,3.00723,0.79076,0.79342
10030,0.8,0.6,0.1,1.94868,1.13031,1.14036
17817,1.9,0.4,0.15,1.35392,0.5579,0.74324
18371,2.0,0.3,0.1,2.55922,0.69109,0.73565
17743,1.9,0.3,0.2,2.85319,0.78714,0.79317
5895,0.5,0.6,0.15,2.23561,1.20783,1.30274
18665,2.0,0.6,0.05,2.55283,0.6977,0.74444
10012,0.8,0.6,0.05,2.40183,1.11904,1.18082
4856,0.45,0.5,0.1,0.76757,1.12518,1.28149
319,0.2,0.4,0.2,0.58781,1.03424,1.34579
6583,0.55,0.5,0.01,1.51574,1.18823,1.18882
1578,0.25,0.7,0.3,0.45793,1.28081,1.74798
10991,0.9,0.8,0.15,1.20203,1.14092,1.1353
2001,0.3,0.4,0.01,0.90136,1.15005,1.281
4140,0.4,0.6,0.3,0.43977,1.12107,1.44947
3426,0.35,0.8,0.05,0.45735,1.30241,1.76715
18504,2.0,0.4,0.2,0.45275,0.73239,0.75379
4553,0.45,0.2,0.5,2.50943,0.97487,1.13434
6565,0.55,0.4,0.3,1.96707,1.14439,1.15
7551,0.6,0.5,0.2,1.79653,1.17647,1.17143
13375,1.3,0.3,0.1,2.83949,0.9646,0.97172
7877,0.6,0.8,0.1,0.29897,1.25365,1.55374
8028,0.65,0.2,0.15,0.94571,1.03613,1.09176
12129,1.1,0.5,0.1,1.79949,0.97557,1.0173
6180,0.5,0.8,0.3,0.9036,1.34559,1.39887
9944,0.8,0.5,0.15,1.65185,1.11783,1.11072
7609,0.6,0.6,0.05,1.03547,1.17617,1.22984
15832,1.6,0.5,0.2,2.84439,0.88675,0.88762
14049,1.4,0.3,0.01,0.01693,0.96779,0.96781
542,0.2,0.6,0.15,2.54808,1.28265,1.66538
13366,1.3,0.3,0.1,1.49566,0.79801,0.90731
12557,1.2,0.2,0.1,2.98488,1.03924,1.0399
12748,1.2,0.4,0.1,0.14666,1.07385,1.07295
742,0.2,0.8,0.1,1.05261,1.85972,1.97904
8352,0.65,0.5,0.01,2.23628,1.11253,1.18385
16325,1.7,0.4,0.01,1.20392,0.63457,0.78354
14448,1.4,0.6,0.2,0.00946,1.03929,1.02388
18740,2.0,0.7,0.01,1.20175,0.55302,0.7202
13762,1.3,0.7,0.05,1.04954,0.8543,0.93533
17463,1.8,0.8,0.05,1.79858,0.58832,0.76731
2740,0.35,0.2,0.3,1.4807,1.12555,1.11501
1888,0.3,0.3,0.01,2.81624,0.81893,1.2521
10397,0.9,0.3,0.01,0.29964,1.07994,1.13259
4212,0.4,0.7,0.1,1.80945,1.37628,1.3869
1168,0.25,0.4,0.15,1.94552,1.27727,1.31351
14852,1.5,0.3,0.15,0.74732,0.79766,0.85547
7638,0.6,0.6,0.1,2.25623,1.1651,1.25004
13170,1.2,0.8,0.15,0.45088,1.09223,1.09634
7781,0.6,0.7,0.15,1.64122,1.23229,1.22127
14808,1.5,0.3,0.05,0.4568,0.8498,0.87405
11456,1.0,0.6,0.01,1.64589,1.08304,1.083
2217,0.3,0.5,0.2,1.80096,1.36419,1.36377
5498,0.5,0.3,0.1,2.51483,0.98111,1.15997
6603,0.55,0.5,0.05,1.36782,1.18288,1.19049
11590,1.0,0.7,0.05,2.85132,1.27071,1.26934
6846,0.55,0.7,0.05,0.03655,1.27232,1.71243
7695,0.6,0.6,0.3,1.35189,1.23079,1.1987
10387,0.9,0.2,0.2,1.94316,1.05385,1.05534
14202,1.4,0.4,0.1,0.89292,0.81433,0.88718
1897,0.3,0.3,0.05,1.04549,1.11644,1.19083
14606,1.4,0.8,0.05,1.65049,0.74795,0.88255
16173,1.7,0.2,0.1,0.46222,0.78377,0.81055
7336,0.6,0.4,0.01,1.05638,1.09651,1.14361
17481,1.8,0.8,0.1,1.34956,0.59159,0.76981
16648,1.7,0.7,0.01,2.39655,0.74797,0.81788
6371,0.55,0.3,0.1,1.22969,1.09603,1.11646
18076,1.9,0.7,0.05,2.39837,0.69194,0.76427
18009,1.9,0.6,0.15,1.8027,0.56179,0.74352
120,0.2,0.2,0.3,2.26134,1.02784,1.14986
399,0.2,0.5,0.15,0.04009,0.80222,1.76459
5653,0.5,0.4,0.2,0.59704,1.02359,1.21316
10831,0.9,0.7,0.01,2.39803,1.14895,1.18053
11004,0.9,0.8,0.2,0.00834,1.45098,1.49917
10089,0.8,0.7,0.01,1.35236,1.12657,1.13133
15680,1.6,0.4,0.1,2.1025,0.70453,0.8171
8435,0.65,0.5,0.2,2.09954,1.1384,1.1699
1185,0.25,0.4,0.2,1.3484,1.30944,1.31171
4324,0.4,0.8,0.05,2.86368,1.25119,1.81803
16339,1.7,0.4,0.05,0.14416,0.8718,0.87423
13368,1.3,0.3,0.1,1.7926,0.80496,0.9086
9878,0.8,0.5,0.01,1.20397,1.09871,1.11178
13647,1.3,0.6,0.01,2.69463,0.97075,0.99016
9868,0.8,0.4,0.2,2.84286,1.08579,1.18774
11389,1.0,0.5,0.1,1.0492,1.0941,1.09072
6536,0.55,0.4,0.2,0.75941,1.06123,1.17793
11899,1.1,0.3,0.05,1.95585,0.9588,0.99782
5487,0.5,0.3,0.1,0.88185,1.04496,1.14157
13217,1.3,0.2,0.01,1.18187,0.81176,0.90391
4712,0.45,0.4,0.05,1.18243,1.15296,1.18777
6549,0.55,0.4,0.2,2.67387,1.00349,1.21698
8340,0.65,0.5,0.01,0.44937,1.06799,1.25079
5389,0.5,0.2,0.15,1.97927,1.06509,1.09611
10512,0.9,0.4,0.01,1.79479,1.07104,1.07354
15377,1.5,0.8,0.15,0.75017,0.84021,0.89528
7195,0.6,0.2,0.3,1.99257,1.07243,1.09101
11425,1.0,0.5,0.2,0.15496,1.24948,1.23403
4953,0.45,0.6,0.01,2.71148,1.09348,1.43072
14063,1.4,0.3,0.01,2.10888,0.7798,0.87222
3935,0.4,0.5,0.05,1.1882,1.24216,1.28045
18048,1.9,0.7,0.01,1.35575,0.55117,0.73867
15590,1.6,0.3,0.15,1.19635,0.67861,0.81524
4281,0.4,0.7,0.3,2.69719,1.21732,1.56101
6334,0.55,0.3,0.01,1.97509,1.08555,1.11697
9512,0.7,0.8,0.1,2.99968,1.31726,1.5586
8940,0.7,0.3,0.01,2.25831,1.03879,1.10023
6317,0.55,0.2,0.3,2.51982,0.97411,1.12415
17829,1.9,0.4,0.2,0.0176,0.83631,0.82809
10569,0.9,0.4,0.15,0.90617,1.07849,1.0928
1318,0.25,0.5,0.2,2.4111,1.22762,1.45673
2303,0.3,0.6,0.1,2.09361,1.39291,1.47996
9636,0.8,0.2,0.15,2.68556,1.01786,1.10584
228,0.2,0.3,0.2,2.67905,0.87271,1.24929
9586,0.8,0.2,0.05,1.50298,1.05606,1.05617
8666,0.65,0.7,0.15,2.094,1.20061,1.23612
2620,0.3,0.8,0.3,2.39749,1.5554,1.76036
8461,0.65,0.5,0.3,2.86341,1.09734,1.29106
13232,1.3,0.2,0.05,0.29334,0.95534,0.96337
9371,0.7,0.7,0.05,0.74996,1.15932,1.25418
9010,0.7,0.3,0.2,0.14403,1.02119,1.2051
7146,0.6,0.2,0.15,0.94758,1.03388,1.09638
10428,0.9,0.3,0.05,1.80458,1.05501,1.05723
11006,0.9,0.8,0.2,0.29948,1.31439,1.3512
6366,0.55,0.3,0.1,0.48367,0.96179,1.16996
2636,0.35,0.2,0.01,1.6605,1.11446,1.11642
3973,0.4,0.5,0.15,0.61659,1.09496,1.33441
1171,0.25,0.4,0.15,2.39585,1.12161,1.33035
15960,1.6,0.7,0.05,0.00944,0.95071,0.9497
16353,1.7,0.4,0.05,2.24188,0.6963,0.79102
11141,1.0,0.3,0.01,1.65165,1.04699,1.04697
3287,0.35,0.7,0.01,1.64765,1.44099,1.4428
8053,0.65,0.2,0.2,1.52453,1.08365,1.07863
2812,0.35,0.3,0.05,2.86554,0.83087,1.26175
7364,0.6,0.4,0.05,2.11682,1.09697,1.14947
8758,0.65,0.8,0.1,0.15326,1.31386,1.60893
12645,1.2,0.3,0.1,0.4418,0.98216,0.99453
18682,2.0,0.6,0.1,1.94743,0.55788,0.72188
6952,0.55,0.8,0.01,0.15116,1.2883,1.71507
15882,1.6,0.6,0.1,0.90509,0.74122,0.83119
6559,0.55,0.4,0.3,1.02561,1.12371,1.15722
4599,0.45,0.3,0.1,0.08038,0.89841,1.32844
10121,0.8,0.7,0.05,3.00069,1.27413,1.41906
864,0.25,0.2,0.1,0.45244,0.81334,1.1586
17436,1.8,0.7,0.2,0.90426,0.69326,0.78304
11447,1.0,0.6,0.01,0.29439,1.22443,1.22438
16535,1.7,0.6,0.01,1.20225,0.64083,0.79092
3377,0.35,0.7,0.2,2.5379,1.29409,1.5938
2679,0.35,0.2,0.1,1.78132,1.10848,1.11798
10550,0.9,0.4,0.1,1.20594,1.07686,1.0808
12752,1.2,0.4,0.1,0.75721,0.94283,0.97783
7270,0.6,0.3,0.15,0.57098,0.99056,1.14705
10518,0.9,0.4,0.01,2.6997,1.09004,1.13697
11427,1.0,0.5,0.2,0.45333,1.16857,1.15412
17652,1.9,0.3,0.01,1.80259,0.55195,0.73664
15820,1.6,0.5,0.2,1.04062,0.71911,0.82605
5740,0.5,0.5,0.1,1.03934,1.17052,1.23103
5732,0.5,0.5,0.05,3.02598,1.03565,1.44925
6567,0.55,0.4,0.3,2.27238,1.09715,1.16882
13835,1.3,0.7,0.2,2.54606,0.97415,0.99076
